Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
0.5,0.3658536585365866,0.36363636363636687,0.1478625644845073,1.0000000000000002,0.8603603603603603,1,0,0,1,1,0
1.0,0.3658536585365866,0.36363636363636687,0.7108355877810759,0.12798264642082435,0.8693693693693694,0,0,0,0,0,0
0.5,0.3658536585365866,0.37878787878788245,0.19386425121302064,0.6247288503253796,0.8828828828828829,0,0,0,0,0,0
0.5,0.3658536585365866,0.37878787878788245,0.10295615601143471,0.6008676789587852,0.8918918918918919,0,0,0,0,0,0
0.5,0.3780487804878092,0.37878787878788245,0.34720320697473195,0.3969631236442516,0.9009009009009009,0,0,0,0,0,0
0.5,0.3658536585365866,0.36363636363636687,0.357060711273699,0.3383947939262472,0.9099099099099099,0,0,0,0,0,0
0.5,0.35365853658537105,0.3484848484848442,0.11390893856584272,0.6507592190889373,0.9189189189189189,0,0,0,0,0,0
0.5,0.35365853658537105,0.3484848484848442,0.2037217555119879,0.6767895878524948,0.9279279279279279,0,0,0,0,0,0
0.5,0.35365853658537105,0.3484848484848442,0.19715008597934314,0.5336225596529285,0.9369369369369369,1,1,0,0,0,0
0.5,0.35365853658537105,0.3484848484848442,0.13471922541921777,0.7548806941431672,0.0,0,0,0,0,0,0
0.5,0.35365853658537105,0.3484848484848442,0.13910033844098102,0.4598698481561822,0.009009009009009009,0,0,0,0,0,0
0.0,0.35365853658537105,0.3333333333333357,0.18619730342493512,0.7201735357917571,0.018018018018018018,0,0,0,0,0,0
0.5,0.3658536585365866,0.3484848484848442,0.19167369470213913,0.6681127982646422,0.04054054054054054,0,0,0,0,0,0
0.5,0.3658536585365866,0.3484848484848442,0.1949595294684614,0.5227765726681128,0.04954954954954955,0,0,0,0,0,0
0.5,0.3780487804878092,0.36363636363636687,0.21248398155551418,0.507592190889371,0.05855855855855856,0,0,0,0,0,0
0.5,0.3658536585365866,0.3484848484848442,0.16100590354979682,0.6702819956616053,0.06756756756756757,0,0,0,0,0,0
1.0,0.3780487804878092,0.36363636363636687,0.5794021971281804,0.21908893709327554,0.07657657657657657,0,0,0,0,0,0
0.0,0.3780487804878092,0.36363636363636687,0.1763397991259681,0.5900216919739696,0.09009009009009009,0,0,0,0,0,0
0.5,0.3780487804878092,0.36363636363636687,0.29462985071357384,0.3275488069414317,0.11261261261261261,0,0,0,0,0,0
1.0,0.3780487804878092,0.36363636363636687,0.15772006878347455,0.6182212581344904,0.12162162162162161,0,0,0,0,0,0
1.0,0.3658536585365866,0.3484848484848442,0.23219899015344847,0.49457700650759223,0.13513513513513514,0,0,0,0,0,0
0.5,0.3658536585365866,0.3484848484848442,0.5235430061006998,0.19739696312364424,0.14864864864864866,0,0,0,0,0,0
0.5,0.3658536585365866,0.3484848484848442,0.6078794317696412,0.17787418655097614,0.15765765765765766,0,0,0,0,0,0
1.0,0.3658536585365866,0.3484848484848442,0.49506577145923925,0.2255965292841649,0.16666666666666666,0,0,0,0,0,0
0.5,0.39024390243903184,0.36363636363636687,0.19167369470213913,0.5704989154013016,0.18018018018018017,0,0,0,0,0,0
0.5,0.3780487804878092,0.3484848484848442,0.38006155463795577,0.32971800433839477,0.1891891891891892,0,0,0,0,0,0
1.0,0.3780487804878092,0.36363636363636687,0.08324114741350042,0.7700650759219092,0.1981981981981982,0,0,0,0,0,0
1.0,0.3780487804878092,0.36363636363636687,0.3285834766322384,0.403470715835141,0.21171171171171171,0,0,0,0,0,0
1.0,0.3658536585365866,0.3484848484848442,0.5202571713343775,0.2863340563991323,0.22522522522522523,0,0,0,0,0,0
0.5,0.3658536585365866,0.3333333333333357,0.2782006768819618,0.3470715835140999,0.23873873873873874,0,0,0,0,0,0
0.5,0.35365853658537105,0.3333333333333357,0.27162900734931705,0.6008676789587852,0.24774774774774774,0,0,0,0,0,0
0.5,0.35365853658537105,0.3484848484848442,0.6319755533893383,0.18004338394793934,0.25675675675675674,0,0,0,0,0,0
0.5,0.35365853658537105,0.3333333333333357,0.7842192308956089,0.08676789587852496,0.26576576576576577,0,0,0,0,0,0
0.5,0.35365853658537105,0.3333333333333357,0.3066779115234226,0.5184381778741867,0.2747747747747748,0,0,0,0,0,0
1.0,0.35365853658537105,0.3333333333333357,0.18181619040317187,0.5162689804772236,0.28378378378378377,0,0,0,0,0,0
0.5,0.35365853658537105,0.3181818181818201,0.19167369470213913,0.5791757049891542,0.2972972972972973,0,0,0,0,0,0
0.5,0.35365853658537105,0.3181818181818201,0.3461079287192912,0.31236442516268986,0.3063063063063063,0,0,0,0,0,0
0.5,0.35365853658537105,0.3181818181818201,0.18619730342493512,0.6898047722342735,0.3153153153153153,0,0,0,0,0,0
1.0,0.35365853658537105,0.3333333333333357,0.24315177270785648,0.6529284164859004,0.32432432432432434,0,0,0,0,0,0
0.0,0.3658536585365866,0.3333333333333357,0.378966276382515,0.3470715835140999,0.33783783783783783,0,0,0,0,0,0
0.5,0.3658536585365866,0.3181818181818201,0.32529764186591614,0.37744034707158364,0.36036036036036034,0,0,0,0,0,0
0.5,0.35365853658537105,0.30303030303030454,0.6538811184981543,0.1258134490238612,0.36936936936936937,0,0,0,0,0,0
0.0,0.3414634146341484,0.30303030303030454,0.245342329218738,0.5813449023861172,0.3783783783783784,0,0,0,0,0,0
1.0,0.35365853658537105,0.3181818181818201,0.24424705096329724,0.49457700650759223,0.4009009009009009,0,0,0,0,0,0
1.0,0.35365853658537105,0.30303030303030454,0.2311037118980077,0.5466377440347072,0.4144144144144144,0,0,0,0,0,0
0.5,0.35365853658537105,0.30303030303030454,0.4435876934535219,0.27548806941431675,0.42792792792792794,0,0,0,0,0,0
0.5,0.35365853658537105,0.30303030303030454,0.17086340784876408,0.629067245119306,0.4369369369369369,0,0,0,0,0,0
0.5,0.3658536585365866,0.3181818181818201,0.31653541582238964,0.37744034707158364,0.44594594594594594,0,0,0,0,0,0
0.5,0.35365853658537105,0.30303030303030454,0.35487015476281747,0.35357917570498926,0.45495495495495497,0,0,0,0,0,0
1.0,0.35365853658537105,0.30303030303030454,0.4731602063504232,0.2472885032537962,0.46396396396396394,0,0,0,0,0,0
0.5,0.3414634146341484,0.28787878787878896,0.21029342504463266,0.5206073752711498,0.4774774774774775,0,0,0,0,0,0
0.5,0.3658536585365866,0.3181818181818201,0.1730539643596456,0.6073752711496747,0.48648648648648646,0,0,0,0,0,0
0.5,0.3658536585365866,0.3181818181818201,0.3099637462897449,0.5314533622559654,0.4954954954954955,0,0,0,0,0,0
0.5,0.3780487804878092,0.3333333333333357,0.038334738940427826,0.7375271149674623,0.5045045045045045,0,0,0,0,0,0
0.5,0.3658536585365866,0.3181818181818201,0.29682040722445535,0.5791757049891542,0.5135135135135135,0,0,0,0,0,0
0.5,0.3658536585365866,0.3181818181818201,0.49506577145923925,0.27548806941431675,0.5225225225225225,0,0,0,0,0,0
0.5,0.3658536585365866,0.30303030303030454,0.3121543028006266,0.33622559652928424,0.5315315315315315,0,0,0,0,0,0
0.5,0.3780487804878092,0.30303030303030454,0.0591450257938031,0.9501084598698484,0.5405405405405406,0,0,0,0,0,0
0.5,0.3658536585365866,0.30303030303030454,0.1511483992508298,0.6464208242950109,0.5495495495495496,0,0,0,0,0,0
0.5,0.3780487804878092,0.30303030303030454,0.34172681569752794,0.47505422993492413,0.5585585585585585,0,0,0,0,0,0
0.5,0.3658536585365866,0.28787878787878896,0.31105902454518564,0.3817787418655097,0.5675675675675675,0,0,0,0,0,0
0.5,0.35365853658537105,0.2727272727272734,0.21686509457727743,0.5292841648590023,0.5765765765765766,0,0,0,0,0,0
0.5,0.35365853658537105,0.2727272727272734,0.506018554013647,0.23861171366594364,0.5855855855855856,0,0,0,0,0,0
1.0,0.3414634146341484,0.2727272727272734,0.18181619040317187,0.574837310195228,0.5945945945945946,0,0,0,0,0,0
1.0,0.3414634146341484,0.2727272727272734,0.16976812959332332,0.7136659436008679,0.6081081081081081,0,0,0,0,0,0
0.5,0.35365853658537105,0.2727272727272734,0.10295615601143471,0.7874186550976141,0.6216216216216216,0,0,0,0,0,0
1.0,0.35365853658537105,0.28787878787878896,0.47754131937218647,0.25596529284164865,0.6306306306306306,0,0,0,0,0,0
0.0,0.3414634146341484,0.28787878787878896,0.1588153470389153,0.629067245119306,0.6441441441441441,0,0,0,0,0,0
0.5,0.3414634146341484,0.30303030303030454,0.02409612161969754,0.8373101952277657,0.6666666666666666,0,0,0,0,0,0
0.0,0.35365853658537105,0.30303030303030454,0.19057841644669837,0.7093275488069415,0.6756756756756757,0,0,0,0,0,0
0.5,0.35365853658537105,0.30303030303030454,0.0,0.8481561822125814,0.6981981981981982,0,0,0,0,0,0
0.5,0.35365853658537105,0.30303030303030454,0.2584856682840275,0.4208242950108461,0.7072072072072072,0,0,0,0,0,0
0.5,0.3414634146341484,0.28787878787878896,0.29462985071357384,0.401301518438178,0.7162162162162162,0,0,0,0,0,0
1.0,0.3292682926829329,0.2727272727272734,0.5509249624867196,0.24945770065075928,0.7252252252252253,0,0,0,0,0,0
0.0,0.3292682926829329,0.2727272727272734,0.14457672971818503,0.7331887201735359,0.7387387387387387,0,0,0,0,0,0
1.0,0.3292682926829329,0.2727272727272734,0.12705227763113225,0.5574837310195229,0.7612612612612613,0,0,0,0,0,0
0.5,0.31707317073171026,0.2727272727272734,0.26067622479490926,0.366594360086768,0.7747747747747747,0,0,0,0,0,0
0.0,0.31707317073171026,0.2727272727272734,0.36910877208354775,0.4208242950108461,0.7837837837837838,0,0,0,0,0,0
0.5,0.30487804878048763,0.2727272727272734,0.2628667813057908,0.507592190889371,0.8063063063063063,0,0,0,0,0,0
1.0,0.2926829268292721,0.2575757575757578,0.11390893856584272,0.6789587852494579,0.8153153153153153,0,0,0,0,0,0
0.5,0.30487804878048763,0.2575757575757578,0.21686509457727743,0.5032537960954446,0.8288288288288288,0,0,0,0,0,0
0.5,0.30487804878048763,0.2575757575757578,0.16100590354979682,0.5639913232104123,0.8378378378378378,0,0,0,0,0,0
1.0,0.30487804878048763,0.2424242424242422,0.20591231202286941,0.45336225596529295,0.8468468468468469,0,0,0,0,0,0
1.0,0.30487804878048763,0.2424242424242422,0.33844098093120567,0.5271149674620392,0.8603603603603603,0,0,0,0,0,0
0.5,0.30487804878048763,0.2424242424242422,0.6297849968784568,0.2234273318872017,0.8738738738738738,0,0,0,0,0,0
0.5,0.30487804878048763,0.2424242424242422,0.27710539862652106,0.4229934924078092,0.8828828828828829,0,0,0,0,0,0
0.0,0.30487804878048763,0.2424242424242422,0.7798381178738458,0.06724511930585686,0.8918918918918919,0,0,0,0,0,0
1.0,0.30487804878048763,0.22727272727273373,0.24096121619697497,0.6355748373101953,0.9144144144144144,0,0,0,0,0,0
0.0,0.30487804878048763,0.2424242424242422,0.22234148585448144,0.5813449023861172,0.9279279279279279,0,0,0,0,0,0
1.0,0.30487804878048763,0.2424242424242422,0.245342329218738,0.5054229934924079,0.9504504504504504,0,0,0,0,0,0
0.5,0.30487804878048763,0.2424242424242422,0.21467453806639591,0.6572668112798266,0.963963963963964,0,0,0,0,0,0
0.5,0.30487804878048763,0.2424242424242422,0.007666947788085743,0.9544468546637748,0.9729729729729729,1,0,0,0,1,0
0.5,0.2926829268292721,0.22727272727273373,0.15005312099538903,0.7722342733188721,0.9819819819819819,1,0,0,0,1,0
0.5,0.2926829268292721,0.22727272727273373,0.3406315374420872,0.4078091106290673,0.0,0,0,0,0,0,0
1.0,0.30487804878048763,0.2424242424242422,0.21138870330007342,0.5878524945770065,0.009009009009009009,0,0,0,0,0,0
1.0,0.31707317073171026,0.2575757575757578,0.18072091214773112,0.5835140997830803,0.02252252252252252,0,0,0,0,0,0
0.5,0.31707317073171026,0.2727272727272734,0.501637440991884,0.20173535791757052,0.036036036036036036,0,0,0,0,0,0
0.0,0.30487804878048763,0.2424242424242422,0.36910877208354775,0.3449023861171367,0.04504504504504504,0,0,0,0,0,0
0.0,0.30487804878048763,0.2575757575757578,0.2004359207456654,0.5683297180043385,0.06756756756756757,0,0,0,0,0,0
0.5,0.30487804878048763,0.2575757575757578,0.1730539643596456,0.9891540130151846,0.09009009009009009,1,0,0,1,0,0
0.5,0.30487804878048763,0.2575757575757578,0.047096964983954326,0.9197396963123647,0.0990990990990991,0,0,0,0,0,0
1.0,0.30487804878048763,0.2424242424242422,0.36691821557266624,0.3969631236442516,0.10810810810810811,0,0,0,0,0,0
0.5,0.2804878048780495,0.22727272727273373,0.20481703376742866,0.7396963123644253,0.12162162162162161,0,0,0,0,0,0
1.0,0.26829268292683395,0.21212121212121104,0.7108355877810759,0.0889370932754881,0.13063063063063063,0,0,0,0,0,0
1.0,0.2804878048780495,0.21212121212121104,0.3461079287192912,0.3687635574837312,0.14414414414414414,0,0,0,0,0,0
0.5,0.2804878048780495,0.22727272727273373,0.0339536259186648,0.9023861171366596,0.15765765765765766,0,0,0,0,0,0
0.5,0.2804878048780495,0.22727272727273373,0.11719477333216499,0.5813449023861172,0.16666666666666666,0,0,0,0,0,0
0.5,0.2804878048780495,0.22727272727273373,0.3756804416161925,0.39045553145336237,0.17567567567567569,0,0,0,0,0,0
0.5,0.2804878048780495,0.2424242424242422,0.7809333961292866,0.10195227765726678,0.18468468468468469,0,0,0,0,0,0
0.5,0.2804878048780495,0.2424242424242422,0.1763397991259681,0.7266811279826466,0.19369369369369369,0,0,0,0,0,0
0.5,0.2804878048780495,0.2575757575757578,0.03176306940778306,0.718004338394794,0.20270270270270271,0,0,0,0,0,0
0.5,0.2804878048780495,0.2575757575757578,0.21905565108815894,0.7201735357917571,0.21171171171171171,0,0,0,0,0,0
0.0,0.2804878048780495,0.2575757575757578,0.6013077622369962,0.16268980477223433,0.22072072072072071,0,0,0,0,0,0
1.0,0.26829268292683395,0.2424242424242422,0.07338364311453338,0.6811279826464209,0.24324324324324323,0,0,0,0,0,0
0.5,0.26829268292683395,0.2424242424242422,0.23000843364256696,0.5206073752711498,0.25675675675675674,0,0,0,0,0,0
0.5,0.2804878048780495,0.2424242424242422,0.4293490761327916,0.3015184381778742,0.26576576576576577,0,0,0,0,0,0
0.5,0.2804878048780495,0.2424242424242422,0.18729258168037588,0.4663774403470717,0.2747747747747748,0,0,0,0,0,0
0.5,0.26829268292683395,0.2575757575757578,0.02847723464146079,0.8524945770065078,0.28378378378378377,0,0,0,0,0,0
0.5,0.2804878048780495,0.2727272727272734,0.11390893856584272,0.5726681127982647,0.2927927927927928,0,0,0,0,0,0
0.5,0.2926829268292721,0.28787878787878896,0.362537102550903,0.366594360086768,0.3018018018018018,0,0,0,0,0,0
1.0,0.2926829268292721,0.2727272727272734,0.28915345943636983,0.5791757049891542,0.3108108108108108,0,0,0,0,0,0
0.5,0.2804878048780495,0.2727272727272734,0.22124620759904068,0.7201735357917571,0.32432432432432434,0,0,0,0,0,0
0.5,0.2804878048780495,0.2727272727272734,0.42825379787735063,0.3882863340563992,0.3333333333333333,0,0,0,0,0,0
0.0,0.2804878048780495,0.2727272727272734,0.13471922541921777,0.7613882863340564,0.34234234234234234,0,0,0,0,0,0
0.0,0.2804878048780495,0.2727272727272734,0.44139713694264016,0.3882863340563992,0.36486486486486486,0,0,0,0,0,0
1.0,0.2804878048780495,0.28787878787878896,1.0000000000000002,0.0,0.38738738738738737,1,0,0,1,0,0
0.5,0.2926829268292721,0.28787878787878896,0.1949595294684614,0.5683297180043385,0.4009009009009009,0,0,0,0,0,0
0.0,0.2926829268292721,0.30303030303030454,0.17195868610420484,0.7114967462039048,0.4099099099099099,0,0,0,0,0,0
1.0,0.30487804878048763,0.30303030303030454,0.2760101203710803,0.5249457700650759,0.43243243243243246,0,0,0,0,0,0
0.5,0.30487804878048763,0.3181818181818201,0.3428220939529687,0.3969631236442516,0.44594594594594594,0,0,0,0,0,0
0.5,0.30487804878048763,0.30303030303030454,0.1730539643596456,0.6594360086767899,0.45495495495495497,0,0,0,0,0,0
0.5,0.30487804878048763,0.30303030303030454,0.3658229373172255,0.3969631236442516,0.46396396396396394,0,0,0,0,0,0
0.5,0.2926829268292721,0.28787878787878896,0.3285834766322384,0.5314533622559654,0.47297297297297297,0,0,0,0,0,0
1.0,0.30487804878048763,0.28787878787878896,0.3953954502141268,0.41214750542299367,0.481981981981982,0,0,0,0,0,0
0.5,0.30487804878048763,0.28787878787878896,0.23548482491977096,0.4598698481561822,0.4954954954954955,0,0,0,0,0,0
0.5,0.30487804878048763,0.28787878787878896,0.5103996670354103,0.34924078091106286,0.5045045045045045,0,0,0,0,0,0
1.0,0.31707317073171026,0.30303030303030454,0.0755741996254149,0.7874186550976141,0.5135135135135135,0,0,0,0,0,0
0.5,0.31707317073171026,0.3181818181818201,0.3658229373172255,0.403470715835141,0.527027027027027,0,0,0,0,0,0
1.0,0.30487804878048763,0.3181818181818201,0.15991062529435607,0.9544468546637748,0.536036036036036,1,0,0,1,0,0
0.5,0.30487804878048763,0.30303030303030454,0.3461079287192912,0.43383947939262485,0.5495495495495496,0,0,0,0,0,0
0.5,0.30487804878048763,0.30303030303030454,0.22124620759904068,0.5921908893709329,0.5585585585585585,0,0,0,0,0,0
0.5,0.30487804878048763,0.3181818181818201,0.27162900734931705,0.4208242950108461,0.5675675675675675,0,0,0,0,0,0
0.5,0.31707317073171026,0.3181818181818201,0.3285834766322384,0.37310195227765725,0.5765765765765766,0,0,0,0,0,0
0.0,0.30487804878048763,0.3181818181818201,0.0755741996254149,0.7852494577006508,0.5855855855855856,0,0,0,0,0,0
0.5,0.30487804878048763,0.3181818181818201,0.12157588635392824,0.6117136659436009,0.6081081081081081,0,0,0,0,0,0
1.0,0.2926829268292721,0.30303030303030454,0.34391737220840946,0.4425162689804773,0.6171171171171171,0,0,0,0,0,0
0.5,0.2926829268292721,0.30303030303030454,0.2990109637353371,0.5119305856832972,0.6306306306306306,0,0,0,0,0,0
0.5,0.2926829268292721,0.30303030303030454,0.245342329218738,0.46854663774403466,0.6396396396396397,0,0,0,0,0,0
0.5,0.2926829268292721,0.28787878787878896,0.4260632413664691,0.3232104121475055,0.6486486486486487,0,0,0,0,0,0
0.5,0.2926829268292721,0.30303030303030454,0.18838785993581664,0.4642082429501086,0.6576576576576576,0,0,0,0,0,0
1.0,0.2926829268292721,0.28787878787878896,0.17414924261508635,0.6399132321041217,0.6666666666666666,0,0,0,0,0,0
0.5,0.2926829268292721,0.28787878787878896,0.15443423401715206,0.7809110629067249,0.6801801801801802,0,0,0,0,0,0
0.0,0.30487804878048763,0.28787878787878896,0.6045935970033185,0.1648590021691974,0.6891891891891891,0,0,0,0,0,0
0.5,0.30487804878048763,0.30303030303030454,0.03176306940778306,0.6138828633405642,0.7117117117117117,0,0,0,0,0,0
0.5,0.30487804878048763,0.30303030303030454,0.32201180709959365,0.3839479392624729,0.7207207207207207,0,0,0,0,0,0
0.5,0.2926829268292721,0.30303030303030454,0.33844098093120567,0.27331887201735366,0.7297297297297297,0,0,0,0,0,0
0.5,0.2926829268292721,0.28787878787878896,0.09528920822334919,0.804772234273319,0.7387387387387387,0,0,0,0,0,0
0.5,0.2926829268292721,0.2727272727272734,0.0591450257938031,0.7049891540130153,0.7477477477477478,0,0,0,0,0,0
0.5,0.2926829268292721,0.28787878787878896,0.28915345943636983,0.4208242950108461,0.7567567567567568,0,0,0,0,0,0
